EIN,Name
742121275,LAKE MCQUEENEY PROPERTY OWNERS ASSOCIATION INC LAKE MCQUEENEY PROPERTY OWNERS ASSO
742143423,KEEP BRAZOS BEAUTIFUL INC
742164352,KEEP WACO BEAUTIFUL INC
742536799,AUSTIN RIVER CITY REC ERS INC
742564700,FRIENDS OF CIBOLO WILDERNESS CIBOLO NATURE CENTER
742569827,TREE FOLKS INC
742687511,TEXAS ORGANIC FARMERS AND GARDENERS ASSOCIATION
742687805,TEXAS CONSERVATION SCIENCE INC
742697896,NATIVE PLANT SOCIETY OF TEXAS
752428409,LEON BOSQUE RESOURCE CONSERVATION AND DEVELOPMENT COUNCIL INC
752546504,GARDENERS IN COMMUNITY DEVELOPMENT
752618458,LITTLE FOREST HILLS NEIGHBORHOOD
752708139,FRIENDS OF THE KATY TRAIL INC
752757096,ELLIS COUNTY MASTER GARDENERS INC
756423660,BAIRD FAMILY CHARITABLE TRUST FRITZ EDWARD C CO TTEE
760461030,AIR ALLIANCE HOUSTON G H A S P
760628143,KEEP SUGAR LAND BEAUTIFUL
201991645,BEAU THERIOT COMANCHE CANYON RANCH PRESERVE INC
208043772,KYLE LAKE FOUNDATION
261378231,WARBLER WOODS BIRD SANCTUARY
271498899,MUSTARD SEED PARTNERS INC
452665652,RAO FOUNDATION
454616548,PALSANO SPRINGS FOUNDATION
455017295,WHAT A KITE FOUNDATION INC
455518326,TEXAS CLEAN ENERGY COALITION
462902511,SFCU FOUNDATION
464214658,EPICC ENVIRONMENTAL PROTECTION IN THE INTEREST OF CALDWELL COUNTY
680554522,WILLIAMSON COUNTY CONSERVATION FOUNDATION INC
710861925,ECOSUSTAIN
742955600,WOODS FOUNDATION
746388418,FORMOSA PLASTICS ENVIRONMENTAL ENDOWMENT FUND TR ACCOUNT
751365606,ARBORETUM INC
751375644,LOUISE B BELSTERLING FOUNDATION OF THE DALLAS GARDEN CLUB INC E
751712770,CHILDRESS ANGLERS AND SPORTSMANS CLUB
752212157,EVERETT E AND ORABETH K WOODS FOUNDATION
752384515,DALLAS AREA HISTORICAL ROSE SOCIETY
752901907,FORT WORTH WILDLIFE CONSERVATION FUND
760288131,MOODY GARDENS INC
900590386,UNLITTER CAMPAIGN
916310582,ARRA AND EVA WOODS CHARITABLE TRUST UA 715 992192
953310318,ROBINSON ARBORETUM FUND
541876544,SERENGETI FOUNDATION
752735104,PATON FAMILY CHARITABLE FOUNDATION
752505605,TEXAS FOREST COUNTRY PARTNERSHIP INC
943301753,
43073733,
811111099,
460913157,
760190077,
237009662,
760166046,
331142417,
752115407,
474407466,
464153283,
522211013,
461383538,
461884662,
471614599,
465102762,
383670037,
320290428,
581501330,
463209805,
133833680,SAUDI ARAMCO RET WELFARE BEN TR
201066884,530 JOHN HANCOCK INC
203007468,TEXAS BEVERAGE ASSOCIATION INC
205997882,PROPERTY OWNERS WHO CARE SOUTH PADRE ISLAND
208465873,BAY RIVER COLONY HOMEOWNERSASSOCIATION INC
237087285,VITIS RESEARCH AND DEVELOPMENT CORPORATION
237155715,MULCH AND SOIL COUNCIL
237630179,WOODMAN OF WORLD TEXAS CHAPTER 72 72 TX
330469663,FORCE RECON ASSOCIATION INC
453732100,TEXAS DESALINATION ASSOCIATION
453914632,MORTON CREEK RANCH MASTER ASSOCIATION INC
454432454,TEXAS SALAMANDER COALITION INC
454689386,SAN ANTONIANS UNITED FOR THE PROTECTION OF HARDBERGER PARK
455250336,ADVANCED ENERGY ECONOMY TEXAS
464275961,ACCION MARTIN HOLDINGS INC
465545136,PERMIAN BASIN CHAPTER OF THE INTL ASSOC OF DRILLING CONTRACTORS INC
571233874,FARM AND RANCH FREEDOM ALLIANCE
610504100,BLET AUXILIARY
611429271,THE WIND COALITION
611535764,AUSTIN HUMAN RESOURCE MANAGEMENT ASSOCIATION
611640323,CENTRAL TEXAS WORKING AUSTRALIAN SHEPHERD ASSOCIATION
716119183,ANTON GVORA IRREV TRUST
720677751,NATIONAL ASSOCIATION OF PIPE COATING APPLICATORS
721585507,CITY PARK COMMERCIAL ASSOCIATION INC
731164337,HERITAGE ALLIANCE
740659145,GRUENAU TURN AND SCHUETZEN VEREIN
741289926,MEMORIAL FOREST CLUB
741444579,KARNES CITY AQUATIC CLUB
741445769,TEXAS ASPHALT PAVEMENT ASSOCIATION
741498701,RIVERSIDE WATERWORKS
741592719,WILCHESTER WEST FUND INC
741606993,WHISPERING OAKS MAINTENANCE ASSOCIATION
741775737,TEXAS SIMMENTAL SIMBRAH ASSOCIATION
742213783,AUSTIN CHAPTER AMERICAN INSTITUTE OF ARCHITECTS AIA AUSTIN
742240340,INTERNATIONAL SOCIETY OF
742256742,TEXAS PIPELINE ASSOCIATION
742289170,ROCK CHURCH CEMETARY ASSOCIATION INC
742586701,TEXAS BICYCLE COALITION
742706445,AMERICAS LAST PATROL INC AMERICAS LAST PATROL RANCH
742878330,SOUTH CENTRAL MEMBRANE ASSOCIATION
743003054,BUILDING INDUSTRY ASSOCIATION OF THE HIGHLAND LAKES
743010608,PROJECT MANAGEMENT INSTITUTE ALAMO CHAPTER
750380978,COON CREEK CLUB
750755090,LUBBOCK COTTON EXCHANGE
751048892,PERMIAN BASIN OIL SHOW INC
751085465,PERMIAN BASIN PETROLEUM ASSOCIATION INC
751306934,NEA DALLAS
751920629,VALLEY RANCH MASTER ASSOCIATION INC
751943537,TEXAS CIRCULATION MANAGEMENT ASSOCIATION INC
752059559,SOUTHWEST CAR WASH ASSOCIATION INC
752268589,LOCKHEED MARTIN VOUGHT HERITAGE MANAGEMENT ASSOCIATION
752320269,AMVETS 74 LAND OF TEXOMA SAKS
752591077,CRIME PATROL FOREST MEADOW
752606683,PERMIAN BASIN ASSOCIATION OF DIVISION ORDER ANALYSTS
752638966,DALLAS AREA INTERFAITH
752694999,ORION PARK SHADY VALLEY WEST POA INC
752798198,BGD PRODUCT CO LTD
756044251,FORT WORTH WILDCAT COMMITTEE
760049016,METROPOLITAN ORGANIZATION OF HOUSTON TEXAS INCORPORATED
760079475,OLD TOWN SPRING PRESERVATION LEAGUE INC
760113738,ROLLING FORK OWNERS COMMITTEE INC
760249237,EAST HARRIS COUNTY MANUFACTURING ASSOC
760260555,RICE AREA CONSTABLE SERVICE
760287101,SOCIETY FOR MANAGEMENT INFORMATION SYSTEMS HOUSTON CHAPTER
760330177,LA PORTE TEXAS LOCAL EMERGENCY PLANNING COMMITTEE LEPC
760391473,HOUSTON GULF COAST IRRIGATION ASSOCIAITON
760416536,COPPER LAKES HOMWOWNERS ASSOCIATION
760419545,PETROCHEMICAL FEEDSTOCK ASSOCIATION OF THE AMERICAS PFAA
760455641,LINKS INC TEXAS SPRING CYPRESS CHAPTER
760482214,FELLOWSHIP CLUB
760608646,SOUTHEAST TEXAS PLANT MANAGERS FORUM
760669008,BCCA APPEAL GROUP
810813732,TEXAS OUTDOOR COASTAL COUNCIL
820566296,7X24 EXCHANGE LONESTAR CHAPTER
850155431,WESTEXAS NEW MEXICO FLORIST ASSOCIATION
262301513,HISPANIC EXECUTIVE SOCIETY INTERNATIONAL
30489678,COOPERATIVE EXCHANGE
741192009,TEXAS NURSERY AND LANDSCAPE ASSOCIATION INC
746064280,ROTARY INTERNATIONAL ROTARY CLUB OF KATY
746062135,HOUSTON CHAPTER THE LINKS INC
205945511,ORGANIZATION OF PAKISTANIENTREPRENEURS OF NORTH AMERICA OPEN OPEN HOUSTON INC
454056819,FREEDOM TRAIL
770600646,TEXAS ENERGY CENTER
463471364,CVMA TX CH 23-10
740706000,INTERNATIONAL ASSOCIATION OF BRIDGE STRUCTURAL AND ORNAMENTAL IRON WOR 66
760169909,BAY AREA QUILT GUILD
751946248,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE GRAYSON COUNTY NAACP 6252
760517074,HOUSTON CHAPTER OF THE GAS PROCESSORS ASSOCIATION
752935690,NATIONAL GRAZING LANDS CONSERVATION INITIATIVE STEERING COMMITTEE
463168468,OPEN CARRY TEXAS INC
383901632,HILLTOP LAKES WILDLIFE TEAM
471684334,TEXAS CLIMATE NEWS
742834447,FEDERATION OF STATE CONSERVATION VOTERS LEAGUE INC TEXAS LEAGUE OF CONSERVATION VOTERS
740706081,INTERNATIONAL BROTHERHD BOILRMKRS IR SHP BLDRS BLCKSMTH FRGRS AND HLPR 74 LODGE
273628810,NORTH TEXAS CHAPTER OF THE GAS PROCESSORS ASSOCIATION
760048015,PROFESSIONAL SOIL SCIENTISTS ASSOCIATION OF TEXAS
760690838,SHADOW CREEK RANCH MAINTENANCE ASSOCIATION
263726031,SOUTHWEST MEDIA REPRESENTATIVES INC
752383372,NORTH CENTRAL TEXAS EXXON ANNUITANT CLUB
741497803,HOU TEXINS ASSOCIATION INC
201425273,NAHREP HOUSTON
367166220,TRANSCANADA USA SERVICES INC GTN MNGMT AND NBU EMP WELFARE BENE TR
412228642,POWDER RIVER BASIN COAL USERS GROUP PRB
481115082,SOUTH CENTRAL CHAPTER AMERICAN ASSOCIATION OF AIRPORT EXECUTIVES INC
721621543,CFA SOCIETY OF AUSTIN
760424525,BUSINESS COUNCIL FOR SUBSTAINABLE DEVELOPMENT FOR GULF OF MEXICO
760443166,TRIP REDUCTION EFFICIENCY COUNCIL INC TREK
10691450,STRATEGIC WORLD IMPACT INC
20694384,LASA ROBOTICS ASSOCIATION INC
20768724,TEXAS SPRING CORPORATION
20777900,REAL SAFETY NETWORK OF LONG CHAPEL REAL SAFETY NETWORK
30453788,FRIENDS OF DEEP EDDY INC
43843084,ONE 27 MINISTRIES INC
50618099,CATTLEMENS TEXAS LONGHORN CONSERVANCY
61481481,LANCE WALLNAU MINISTRIES INC
61834089,REEL THANX INC
113729967,SURPASSING GRACE KATHLEEN KRACH
134294225,BLACK CONTRACTORS AND BUSINESS OWNERS
141893372,WESTSIDE INTERFAITH ALLIANCE SPONSORING COMMITTEE INC BORDER INTERFAITH
200166368,THE ONESTAR FOUNDATION
200529674,BAHAMAS SPORTFISHING AND CONSERVATION CORPORATION
200758643,REPAIR THE BREACH MINISTRIES
200930296,ST JAMES HOUSE FOUNDATION
201682355,THE MATTHEW XXVIII GROUP INC
202817575,WATERFALLS INTERNATIONAL MINISTRIES
203027887,ISAIAH HARVEST TIME MINISTRIES
203213275,LIGHTHOUSE 2911
203225990,LUMEN WEDOBELIEVE
203288155,SOUTH PADRE ISLAND BIRDING AND NATURE CENTER
203622669,CADDO LAKE INSTITUTE INC
203928100,FOSSIL CREEK COMM DEVELOPMENT CTR
205679174,RIO GRANDE VALLEY DIABETESASSOCIATION
206481234,THE CECIL H AND BERRIAN WEBB TINSLEY AND MR AND MRS J L WEBB DRAPER CHARLES TTEE
208360300,PROJECT IMPACT INC
208578861,COMMUNITY FOUNDATION OF SAN SABACOUNTY INC
208646230,JOHN O ANTHONY TESTAMENTARY CHARITABLE TRUST
208753042,HARRIS COUNTY MASTER GARDENER ASSOCIATION INC
208911377,TORCH FOUNDATION
208993478,PULI CLUB OF AMERICA RESCUE TRUST
237108547,SOKOL ZIZKA
237361917,CARL MAYS CREATIVE MINISTRIES INC
237393204,CHIHUAHUAN DESERT RESEARCH INSTITUTE
237398629,FAITH CLUB INC
237401016,RON DEPRIEST MINISTRIES
237431522,AMERICAN PLANNING ASSOCIATION 43 TEXAS CHAPTER
260054494,WEST HOUSTON AQUATIC LEAGUE INC
260161807,TEXAS AGRICULTURAL LAND TRUST
260369740,RETROUVAILLE OF HOUSTON INC
260455144,RECONSTRUCTION OF A SURVIVOR INC
260778685,HOUSTON JOURNEY TO DAMASCUS
261399710,COMMUNITY ARCHAEOLOGY RESEARCH INSTITUTE INC
261875033,ROY IVINS MINISTRIES
261991271,PROYECTO ABRIGO
261992674,JOSEPH STOREHOUSE GROUP INC
262907168,NOAH NATURE ALLIANCE INC
263216717,BECAS CON BENDICIONES INC
263416330,BRACKENRIDGE PARK CONSERVANCY
263416476,PHIL HARDBERGER PARK CONSERVANCY
263488976,ALL THINGS OUTDOORS MINISTRIES INC
263625255,EAGLES WORLD INTERCESSORS NETWORK INC
263647446,BRING EVERYONE IN THE ZONE
263653572,GRAYSON GRAND CENTRAL STATION
264123773,BLACKLAND INCOME GROWTH PROGRAM INC
264351089,DESTINY LEADERSHIP INTERNATIONAL INC
264702901,VETERANSPLUS INC
270232323,TURQUOISE COUNCIL OF AMERICANS AND EURASIANS
270243366,DAVIS MOON PROJECT
270375247,I AM WATERS FOUNDATION INC
270470442,JOE ODEN MINISTRIES INC
271237633,SIM AUXILIARY
271275644,AUSTIN CREATIVE REUSE
272344923,ALELUYA MINISTRIES OF HOPE INC
272355291,TERLINGUA PRESERVATION SOCIETY
272501071,TEXAS FORESTRY ASSOCIATION EDUCATIONAL FUND INC TFA EDUCATIONAL FUND INC
272831432,JENNIFER STRICKLAND MINISTRIES
272854722,AUSTIN ALLIANCE FOR WOMEN IN MEDIA FOUNDATION INC
272887426,SAN ANTONIO BIKE SHARE
273529381,NEHEMIAHS WALL OF CROSBY
273908594,FREEDOM FLYERS
274029245,EARTH DAY TEXAS INC
275023901,WATERMELON RUN FOR THE FALLEN INC
300088962,CLEAN ASSOCIATION FOR ENVIRONMENTAL JUSTICE FAITH BASED MINISTRY
300141343,EL SHADDAI RETREAT CENTER
300279283,BONNIE PEARL HARDIN ROSS AND VERA HARDIN JONES CONTINUED CHAR TR CASEY GUELLA M TTEE
300470692,FOUNDATION FOR LAKE CHAPALA CHARITIES INC
300500004,COLINS HOPE
311491907,DALLAS COUNTY MASTER GARDENER ASSOCIATION INC
311627207,COPPELL COMMUNITY GARDEN CORPORATION
311781917,RIO VERDE LAND AND INVESTMENT
320355303,FRIENDS OF CHERRYHURST PARK
342028513,HOMELAND PREPAREDNESS PROJECT
351694941,ENDTIME INC
352234918,WOMENS NON PROFIT ALLIANCE
352238290,BLUEPRINT MINISTRIES INC
364567350,IMANI BRIDGES
364605639,INDEPENDENCE CORPS
364721844,MISION EVANGELICA PENTECOSTES NUEVA VIDA
364756620,ARK
383760883,FRIENDS OF PADRE INC
383856684,ROSA DE SARON INC
383931308,HOUSTON GAS PROCESSORS ASSOCIATION
412197231,PRO AM CLAYS ASSOCIATION INC
421626677,CAC BSA GRIFFITH LEAGUE CONSERVATION HOLDINGS INC
421714973,APFF CHARITABLE FUND INC
452191250,HAVEN OF HOPE HOUSE OF HOUSTON INC
452203185,STEPPING STONE MINISTRIES INTERNATIONAL
452389719,METRO RELIEF
452475134,A NEW WELL MINISTRIES INC
453208250,FLYING CROWN LAND GROUP
453983173,AMAZON REVIVAL ON THE RIVER INC
454023668,SAN ANTONIO BAY PARTNERSHIP INC SAN ANTONIO BAY PARTNERSHIP
454724925,TEXAS HABITAT CONSERVATION FOUNDATION
454849119,CEDAR CREEK WATERWAY DEVELOPMENT INC
455076456,FRIENDS OF CTWC
455254567,TEXAS CULTURE CHANGE COALITION
455268181,LONE STAR CLEAN FUELS ALLIANCE
455375339,MISSION UPREACH INC
461716812,HOPE FOR THE BRAVE INC
461769313,THE FAMILY GREENHOUSE
462094680,NEW JERUSALEM POWER HOUSE OF REFUGE
462167792,IHIALA REGIONAL CONGRESS HOUSTON TX CHAPTER
462282692,TEXAS MASTER GARDENER ASSOCIATION INC LIMESTONE COUNTY MASTER GARDENER
462719637,NEIGHBORHOOD PROJECT MINISTRY
463412166,CHARLIE STEWART MINISTRIES INC
464345482,TWIN CREEKS AQUATIC CLUB TCAC
464435521,LV PROJECT
464902091,ANUME FOUNDATION
464934196,GLASSHOUSE POLICY FRANCISCO ENRIQUEZ
465281980,YOUR PLANET FOUNDATION
471039768,IN THE GARAGE ALLIANCE
471077256,MINISTERIO CRISTIANO ESPERANZA DE VIDA
471215834,FLYING FOR THE EARTH
471449472,STIHL SAVING PAWS
471704137,FRIENDS OF MIKE CLEMENT
471882312,FLY MOVEMENT
472199904,EMANCIPATION PARK CONSERVANCY SAME
472453835,CONSERVATION CENTERS FOR SPECIES SURVIVAL
473324212,ANIMAL ENTERPRISES COALITION
473468375,NEW LEAF CONSULTING AND RESTORATION
473478286,DAVID W GLASS FOUNDATION
473563763,TEXAS PROPERTY ASSESSED CLEAN ENERGY AUTHORITY TEXAS PACE AUTHORITY
474082129,GUADACOMA EMERGENCY RESPONSE GROUP
474195567,BOUNDS MINISTRIES
474365749,ALAMO COMPLEX MANAGEMENT
475437668,SKETCH CITY
475624417,RUFUS REFUGE
510583005,PAUSE FOR PAWS INC
521937154,FOCUS HUMANITARIAN ASSISTANCE U S A
522414220,TEXAS MASTER GARDENER ASSOCIATION INC WALKER COUNTY MASTER GARDENER ASSN
550907295,NEW GATE TO PEACE FOUNDATION
562298497,JABO GREEN MINISTRIES INC
562358636,CHAMATHIL CHARITIES INCORPORATED
571235014,TEXAS HILL COUNTRY TRAIL REGION SUDIE BURDITT
611603933,DIVINE PROVIDENCE CONFERENCE
651201715,BURKBURNETT GRACE MINISTRIES INC
740942843,TEXAS ANIMAL DAMAGE CONTROL ASSOCIATION COOPERATIVE TRAPPING F
741469506,JUNIOR LEAGUE OF EL PASO INC
741854299,HOUSTON HEIGHTS ASSOCIATION
741905167,SAN ANTONIO RESCUE MISSION
741907674,HERITAGE ASSOCIATION OF SAN MARCOS INC
741916727,LA LECHE LEAGUE INTERNATIONAL INC LLL TEXAS
741928101,HERITAGE HOUSE OF ORANGE COUNTY ASSOCIATION INC
741944001,EMS OF NUECES CANYON INC
742107589,TANGLEWOOD FOUNDATION
742210146,SEEDTIME AND HARVEST MINISTRIES INC
742453164,TEXAS CAVE MANAGEMENT ASSOCIATION INC
742520002,PORT LAVACA MAINSTREET INC
742524314,TEXAS FUND FOR ENERGY AND ENVIRONMENTAL EDUCATION SEED
742529387,PUBLIC POLICY INFORMATION FUND
742539733,NATIONAL LUTHERAN OUTDOORS MINISTRY ASSOCIATION INC
742553144,BAT CONSERVATION INTERNATIONAL INC
742591329,FRIENDS OF THE FULTON MANSION VINETTE A JOHNSON
742611732,PALO ALTO NATIONAL PARK
742613666,USEFUL WILD PLANTS OF TEXAS
742659159,SAVE OUR SPRINGS ALLIANCE INC S O S
742665400,JOHN WOOD MINISTRIES INC
742670845,ALAMO RESOURCE CONSERVATION AND DEVELOPMENT AREA INC
742702693,LLOYD TAYLOR MINISTRIES INC
742704188,SKILLPOINT ALLIANCE
742730023,TRAVIS COUNTY MASTER GARDNERS ASSOCIATION INC
742756263,AUSTIN AREA HERITAGE COUNCIL
742772667,ALAMO AREA DEVELOPMENT CORPORATION
742787450,TEXAS REHABACTION NETWORK
742798251,LES DAMES D ESCOFFIER SAN ANTONIO CHAPTER
742808805,TEXAS CAMPAIGN FOR THE ENVIRONMENT FUND
742821500,ASIAN PARTNERS INTERNATIONAL INC
742865799,ANGELS CROSSING INC
742882508,MORNING STAR RANCH MINISTRIES RETREAT AND CONFERENCE CENTER INC
742896016,CIBOLO CONSERVANCY
742924229,RONALD REAGAN RATTLER SPIRIT CLUB
742947494,MASCARENAS FOUNDATION
742964446,FOUNTAINHEAD CONSULTING
742972577,HARVEST FIELD MINISTRIES INC
742973300,MINISTRIES OF ABUNDANCE MINISTRIES INC
742985645,EMPTY TOMB MINISTRIES INC
742990336,ANGELHEART INC
743010890,LAVACA EXPOSITION ASSOCIATION
743088133,VICKERY MEADOW MINISTRY
746040701,JOHN G AND MARIE STELLA KENEDY MEMORIAL FOUNDATION
746062524,TEXAS WATERCOLOR SOCIETY
746068559,NATIONAL SOCIETY DAUGHTERS OF THE BRITISH EMPIRE IN TEH UNITED STATE TEXAS GOVERNING BOARD
746484117,IMOGENE AND HAROLD HERNDON CHAR TR I
750832456,AMARILLO TRI STATE EXPOSITION
751494942,LAMAR COUNTY HUMAN RESOURCES COUNCIL INC
751519024,LYNN COUNTY PIONEERS INCORPORATED
751602150,HERITAGE GUILD OF COLLIN COUNTY TEXAS
751678603,FRIENDS OF THE GOVERNORS MANSION
751780876,OLD OAK CLIFF CONSERVATION LEAGUE INC
751786683,SHERMAN PRESERVATION LEAGUE
751886520,TEXAS TREES FOUNDATION
751947699,GREATER PARIS DEVELOPMENT FOUNDATION INC
751991161,GUIDE RIGHT FOUNDATION OF DALLAS INC
752070113,G O A L MINISTRIES INC
752093163,KEN DORNHECKER MINISTRIES INC
752131282,BIBLIOGRAPHIC ASSOCIATION OF RED RIVER INC
752144079,THE STOCKPOT OF PALESTINE INC
752193240,WEST TEXAS GEOLOGY FOUNDATION
752198196,BOTANICAL RESEARCH INSTITUTE OF TEXAS INC
752212039,JIM FULLINGHIM MINISTRIES INC
752352271,NORTHEAST TEXAS CASA INC CASA OF NORTHEAST TEXAS INC
752449354,DOWNTOWN SHERMAN PRESERVATION AND REVITALIZATION INC
752460962,TEXAS TRAILS NETWORK
752499426,CRESTED BUTTE MOUNTAIN CONFERENCE INC
752501045,ASSOCIATION OF FUNDRAISING PROFESSIONALS TX PERMIAN BASIN CHAPTER
752501548,METROPOLITAN WINDS
752568176,HARBOR LIGHT MINISTRIES ASSOCIATION
752636394,PRESERVATION FOUNDATION
752672210,SUNSHINE AFTER RAIN MINISTRIES
752685894,DANIELS DEN INC
752716090,MUSTANGS IN THE SUN INC
752759901,SOUTHWESTERN PIONEER WINDMILL ASSOCIATION
752807735,PEACE OF THE ROCK MINISTRIES INC
752836028,GARDEN OF EDEN
752871180,KIDFISH FOUNDATION INC
752896986,MASTERS MEN
752899136,HUNT COUNTY FIRE ASSOCIATION INC
752942982,ROVER DRAMAWERKS
752953770,INFO NET CONSORTIUM INC
752956390,PLANO LEGACY GROUP
753016359,TURNER 12 INC
753022206,RWANDAN NATIONAL FORUM INC
753226104,CONGRESS FOR THE NEW URBANISM CENTRAL TEXAS CHAPTER
756011408,WICHITA FALLS Y M C A TRUST
756172738,EVELYN L DANIELS 1972 CHARITABLE TR
756292780,CONNEMARA CONSERVANCY FOUNDATION
760121051,ART AND ENVIRONMENTAL ARCHITECTURE INC
760127655,SCENIC TEXAS INC
760141519,WELL MINISTRIES INC
760190745,DEUTSCHE SAMSTAGSSCHULE HOUSTON INC
760248491,JERRY DAVIS STREETREACH MINISTRIES INCORPORATED
760311861,TREES OF HOPE
760349860,TANNER PERRY INC
760460314,CAODAISM
760475282,URBAN OUTREACH INCORPORATED
760486477,BUNNIES ON THE BAYOU INC
760519231,FRIENDS OF ANAHUAC REFUGE
760544795,BRAZORIA COUNTY MASTER GARDENER ASSOCIATION
760557082,NORTHWEST FLYERS INCORPORATED
760586364,OLD SPANISH TRAIL ALMEDA CORRIDORS REDEVELOPMENT AUTHORITY
760607836,ACTION MINISTRIES HOUSTON INCORPORATED
760610279,THROUGH THE STORM MINISTRIES
760613178,MAYDE CREEK AQUATIC CLUB
760636839,GALVESTON COUNTY MASTER GARDNER ASSOCIATION INC
760639770,THE CITY OF REFUGE OF HOUSTON INC
760655270,MERCER SOCIETY
760670303,BRUCE KOEN MINISTRIES INC
760691272,GOLFREACH INC
800444666,LIGHTHOUSE SERVICES
800765001,UNDER 1 ROOF
800799879,GABBYS SANCTURAY ARK
810596293,FUNDACION SUENOS INC
810650744,RPM MINISTRY INC
811326348,AUSTIN BAT REFUGE
830469861,FIRE RAIN MINISTRIES
900124384,LOWER RIO GRANDE VALLEY DEVELOPMENT COUNCIL CORPORATION INC
900863683,IGLESIA DEL CUERPO DE JESUCRISTO SENOR
901023503,SOUTHSIDE PLACE COMMUNITY GARDEN INC
910977510,AMERICAN SOCIETY OF PRIMATOLOGISTS
912101321,SANCTUARY FOR LIFE
942992746,ASSOCIATION OF SPACE EXPLORERS USA
954773732,LAGITT INC
203767045,NEVER E NUFF ACRES
272792935,TEXAS MASTER GARDENER ASSOCIATION INC POTTER COUNTY MASTER GARDENER ASSOC
454470206,FRIENDS OF CATI INC
462518462,TUGGS PINK HOUSE OF WUFF INC
270454165,GARZA COUNTY FIVE STONE MINISTRIES
273320235,CRITICAL ACCESS AIRLIFT
452396806,ROCK BOTTOM MINISTRIES INC
900501713,PEARLS OF HOPE INC
208548045,JAY JOHNSON MINISTRIES
205796835,JACQUELINE DAVIS MINISTRIES INC
463768007,AWAKEN THE SUN IS SHINING INC
270391722,ANGELS IN DISGUISE CHARITABLE TRUST ANGELS IN DISGUISE ARE ALWAYS NEAR
741944122,SPACE CITY AQUATIC TEAM INC
900937346,OS GRID INC
460557032,JAYE MARTIN MINISTRIES
900521418,DOUG GILLOW MINISTRIES
510178836,RIO BRAVO RESOURCE CONSERVATION AND DEVELOPMENT AREA
300672776,SUMMIT ASCENT INC
760063924,SAM HOUSTON RESOURCE CONSERVATION AND DEVELOPMENT AREA INC
820548852,CHARACTER COUNCIL OF RED RIVER VALLEY
452096099,GREAT FOUNDATIONS INC
710998222,THE LUCERO GROUP INC
760378319,ROGER CLEMENS FOUNDATION CLEMENS WILLIAM R AND D L TTEES
141819720,CHURCH AND MINISTERIAL ALLIANCE INTERNATIONAL
260489660,THE OVERTON GROUP
263896714,DESIGN BUILD ALLIANCE
942371729,REMNANT OF ISRAEL
450582340,WAY OUTFITTERS THE WAY OUTFITTERS
901006128,THE CLIMATE CHANGE NOW INITIATIVE CLIMATE CHANGE NOW
760173894,ALIEF AQUATIC CLUB INC
900111553,CASS COUNTY CONSERVANCY INC
743011784,DUST TO GLORY MINISTRIES
746104045,PAN AMERICAN ROUND TABLES OF TEXAS DEL RIO
261961167,RECOVERY INN
760658599,CITIZENS LEAGUE FOR ENVIRONMENTAL ACTION NOW
270214146,REAL MINISTRY NETWORK INC
746186925,CECYLE W PAGEL TRUST
454982602,SAVE RESCUE COALITION
742329798,MCALLEN VICTORY MINISTRIES
752848464,TEXAS ASSOCIATION OF QUILT GUILDS
464758233,AARON AND HUR INCORPORATED
274019587,AUGMENT GROUP INC
752817995,TEXAS PRAIRIE RIVER REGION INC
10937264,NEW CREATION MINISTRY INC
462774644,TREASURE KEYS FOR LIFES TRANSFORMATIONS TRANSFORMATIONS
371497591,MIKE ARNOLD MINISTRIES
10850344,SPIRIT KEY INC SKY
752703525,SAN ANGELO OLD TOWN CONSERVANCY INC
752530454,GRAND PRAIRIE
200744574,WHITE DOVE OF HOPE INC
271327472,ARANSAS PROJECT
752963717,CHARITABLE CONSORTIUM INC
264713721,ARTS AT THE LAKE
453208450,FLYING CROWN LAND GROUP
752509769,NATIONAL WINDMILL PROJECT INC
451486932,FLAME THINK INC
262788555,GODS BOUNTY INC
510195175,THE HEATHER & THISTLE SOCIETY
264172894,SEMPER GRATUS INC
721234336,HOMEOWNERSHIP OPPORTUNITIES FOR PEOPLE EVERYWHERE OF NEW ORLEANS
204516289,CENTRAL TEXAS FALLEN HEROS
20583349,RAINBOW ROOM INC
742656238,CASA SONRISA INC
452354639,JERRY GARCIA MINISTRIES INTERNATIONAL
752962969,OASIS A SECOND CHANCE OPERATION
461630253,MISSION LIONS FOUNDATION INC
61759582,WEST TEXAS WATERCOLOR SOCIETY
273230238,PEARSONS MINISTRIES INTERNATIONAL
746104793,PAN AMERICAN ROUND TABLE OF LAREDO
260383072,PARK CORPORATION OF MELBOURNE
205642637,LIVING IN FREEDOM INC
462536943,BROKEN CLAY MINISTRIES INC
200919976,WASHINGTON COUNTY WILDLIFE SOCIETY
742570960,POSABILITIES INC
451294918,KOINONIA - THE GATHERING PLACE
752670331,FRIENDS OF BIG BEND NATIONAL PARK BIG BEND CONSERVANCY
752650613,ATHENA FOUNDATION
911906409,NATIONAL AMBUCS INC IRVING CHAPTER
752421448,HIGH PLAINS RESOURCE CONSERVATION AND DEVELOPMENT INC
463348248,MYTEAM TRIUMPH INC DFW
461481201,DES CATT
760083606,KEEP PEARLAND BEAUTIFUL
200584728,CHARLIE ELLIOTT MINISTRIES INC
751882906,SENIOR CITIZENS FAIR OF FORT WORTH TEXAS INC
453570164,FORT BEND EXPRESS
