DLN,EIN,FILING_TYPE,IRS990EZ_p3_DscrptnPrgrmSrvcAccmTxt,IRS990EZ_p3_PrmryExmptPrpsTxt,IRS990PF_p16b_RltnshpSttmntTxt,IRS990PF_p9a_DscrptnTxt,IRS990ScheduleO_ExplntnTxt,IRS990_p1_ActvtyOrMssnDsc,IRS990_p3_DscS,IRS990_p3_MssnDsc,OBJECT_ID,RETURN_ID,RETURN_TYPE,SUB_DATE,TAXPAYER_NAME,TAX_PERIOD,YEAR,SEC_NAME,FRCD,SUBSECCD,TAXPER,ASSETS,INCOME,NAME,ADDRESS,CITY,STATE,NTEECONF,NTEEFINAL,NAICS,ZIP5,OUTNCCS,OUTREAS,RULEDATE,FIPS,FNDNCD,PMSA,MSA_NECH,CASSETS,CFINSRC,CTAXPER,CTOTREV,ACCPER,RANDNUM,NTEECC,NTEE1,LEVEL4,LEVEL1,NTMAJ10,MAJGRPB,LEVEL3,LEVEL2,NTMAJ12,NTMAJ5,FILER,ZFILER,2018
93492282008338.0,134249347,EFILE,PROVIDING UP-TO-DATE INFORMATION TO MEMBERS ON MATTERS WITH POSSIBLE EFFECTS ON WATER UTILITIES IN SOUTH TEXAS,THE ORGANIZATION PROVIDES A FORUM FOR MEMBERS TO SHARE INFORMATION ABOUT THE PROVISION OF TREATED WATER TO VARIOUS COMMUNITIES IN THE RIO GRANDE VALLEY OF TEXAS,,,,,,,2.0183282934920083e+17,15915564.0,990EO,11/16/2018 2:05:08 PM,SOUTH TEXAS WATER UTILITY MANAGERS ASSOCIATION,201712.0,2018.0,,20.0,6.0,201712.0,18019.0,24562.0,SOUTH TEXAS WATER UTILITY MANAGERS ASSOCIATION,PO BOX 1868,MISSION,TX,,C03,813920.0,78583.0,IN,,200408.0,48061.0,0.0,,1240.0,14685.0,16eofinextractez.dat,201512.0,24349.0,12.0,0.3159117760759728,C03,C,C,O,EN,C,EN,O,EN,OT,Y,N,1.0
93492227011578.0,562375157,EFILE,"ORGANIZED EVENTS INCLUDED 1) THE BIANNUAL PRO-TOUR OF NATURE PHOTOGRAPHY; 2) EDUCATIONAL SYMPOSIUM AND WORKSHOPS; AND 3) PHOTO BOOKS & MUSEUM EXHIBITS THAT PROMOTE CONSERVATION OF WILDLIFE THROUGH NATURE PHOTOGRAPHY WHILE INTEGRATING ART, EDUCATION AND NATURAL HISTORY.","TO FOSTER ART, EDUCATION, WILDLIFE CONSERVATION, ECONOMIC DEVELOPMENT AND NATURAL HISTORY THROUGH THE POWER OF NATURE PHOTOGRAPHY",,,,,,,2.0182227934920115e+17,15838269.0,990EZ,10/26/2018 4:03:39 PM,IMAGES FOR CONSERVATION FUND,201709.0,2018.0,,20.0,3.0,201709.0,253983.0,20200.0,IMAGES FOR CONSERVATION FUND,2112 W UNIVERSITY DR 801,EDINBURG,TX,,C1230,813219.0,78539.0,IN,,200310.0,48215.0,15.0,,4880.0,219836.0,16eofinextractez.dat,201509.0,79456.0,9.0,0.7917894870632574,C123,C,C,PC,EN,C,ZB,S,EN,OT,Y,N,1.0
93492155003078.0,383760883,EFILE,NATIONAL SEASHORE BEACH CLEANUP & PUBLIC EDUCATION EVENT,"BEAUTIFICATION, EDUCATION & PRESERVATION OF NATIONAL SEASHORE",,,,,,,2.0182155934920032e+17,15853192.0,990EZ,10/31/2018 7:28:16 AM,FRIENDS OF PADRE INC,201712.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
93493227028178.0,462705100,EFILE,,,,,,"THE CONSERVANCY IS DEDICATED TO RESTORING, PROTECTING AND ENHANCING THE ECOLOGICAL, SOCIAL AND CULTURAL VIBRANCY OF SHOAL CREEK IN AUSTIN, TEXAS, FOR THE PEOPLE OF AUSTIN BY ENGAGING THE PUBLIC AND PARTNERING WITH THE COMMUNITY, INCLUDING GOVERNING ENTITIES. THE ORGANIZATION WORKS TO IMPROVE THE CREEK AND ITS ASSOCIATED TRAIL FOR THE ENJOYMENT AND USE BY THE PUBLIC.","THE CONSERVANCY IS DEDICATED TO RESTORING, PROTECTING AND ENHANCING THE ECOLOGICAL, SOCIAL AND CULTURAL VIBRANCY OF SHOAL CREEK IN AUSTIN, TEXAS, FOR THE PEOPLE OF AUSTIN BY ENGAGING THE PUBLIC AND PARTNERING WITH THE COMMUNITY, INCLUDING GOVERNING ENTITIES. THE ORGANIZATION WORKS TO IMPROVE THE CREEK AND ITS ASSOCIATED TRAIL FOR THE ENJOYMENT AND USE BY THE PUBLIC. THE ORGANIZATION'S ACTIVITIES DURING THE YEAR WERE EDUCATIONAL TRAIL WALKS, VOLUNTEER CLEAN-UP DAYS AND IMPROVEMENT PROJECTS.","THE CONSERVANCY IS DEDICATED TO RESTORING, PROTECTING AND ENHANCING THE ECOLOGICAL, SOCIAL AND CULTURAL VIBRANCY OF SHOAL CREEK IN AUSTIN, TEXAS, FOR THE PEOPLE OF AUSTIN.",2.0182227934930282e+17,15823734.0,990,10/23/2018 8:54:14 PM,SHOAL CREEK CONSERVANCY,201709.0,2018.0,,10.0,3.0,201709.0,568650.0,311338.0,SHOAL CREEK CONSERVANCY,701 W 7TH ST,AUSTIN,TX,,C32,813312.0,78701.0,IN,,201401.0,48453.0,15.0,,640.0,310287.0,16eofinextract990.dat,201509.0,303856.0,9.0,0.003058143771034305,C32,C,C,PC,EN,C,EN,O,EN,OT,Y,N,1.0
93493309010558.0,741846582,EFILE,,,,,,PROMOTE GENERAL BUSINESS INTEREST-CONSTRUCTION,"ASSOC. BUILDERS AND CONTRACTORS OF TX GULF COAST, INC. SPONSORS A VARIETY OF ACTIVITIES, INCL. CONFERENCES, MTGS, & SEMINARS WHICH ARE DESIGNED TO PROMOTE THE GEN BUSINESS INTEREST OF PERSONS IN THE CONSTRUCTION FIELD.",PROMOTE GENERAL BUSINESS INTEREST-CONSTRUCTION,2.0180309934930106e+17,16019072.0,990O,12/18/2018 5:57:48 PM,ASSOC BUILDERS AND CONTRACTORS OF TX GULF COAST,201712.0,2018.0,TEXAS GULF COAST CHAPTER,10.0,6.0,201712.0,11359140.0,3330524.0,ASSOCIATED BUILDERS AND CONTRACTORS INC,1002 ABC AVE,FREEPORT,TX,,C99,813312.0,77541.0,IN,,196412.0,48039.0,0.0,1145.0,3362.0,11945679.0,16eofinextract990.dat,201512.0,-490951.0,12.0,0.780971569280725,C99,C,C,O,EN,C,EN,O,EN,OT,Y,N,1.0
93493276015618.0,205675573,EFILE,,,,,,MUSIC EDUCATION,"PROMOTE MUSIC EDUCATION BY PROVIDING SUPPORT FOR HIGH SCHOOL MARCHING BAND AND COLAR GUARD; PROVIDE MUSIC INSTRUCTION, MUSICAL INSTRUMENTS, UNIFORMS AND EQUIPMENT",MUSIC EDUCATION,2.0181276934930157e+17,15969401.0,990,12/3/2018 6:46:26 PM,CYPRESS WOODS BAND BOOSTER ASSOCIATION,201806.0,2018.0,,10.0,3.0,201806.0,56560.0,265332.0,CYPRESS WOODS BAND BOOSTERASSOCIATION,PO BOX 1864,CYPRESS,TX,,C36,813312.0,77410.0,IN,,200712.0,48201.0,16.0,3360.0,3362.0,85090.0,16eofinextractez.dat,201606.0,76677.0,6.0,0.3969834045083928,C36,C,C,PC,EN,C,EN,O,EN,OT,Y,N,1.0
93493317036158.0,742659159,EFILE,,,,,,"SAVE OUR SPRINGS ALLIANCE, INC. PRIMARY EXEMPT PURPOSE IS TO EDUCATE AND ADVOCATE ON BEHALF OF THE CONSERVATION AND PRESERVATION OF THE WATER, LAND, WILDLIFE, SCENIC","SOS ALLIANCE CONTINUED ITS WORK AS A WATER WATCHDOG AND ADVOCATE FOR THE SPRINGS, STREAMS, AQUIFERS, AND RIVERS OF CENTRAL TEXAS. OUR CONSERVATION WORK AREAS INCLUDE: WATER EFFICIENCY AND REUSE; ENDANGERED SPECIES HABITAT PROTECTION; SUSTAINABLE TRANSPORTATION; PERMANENT PROTECTION OF KEY WATER- SHED LANDS; POLLUTION PREVENTION; AND ENVIRONMENTAL PROTECTION. IN 2016 WE CONTINUED WORKING WITH OTHER CONSERVATION ORGANIZATIONS TO OPPOSE MAJOR WATER PROJECTS THAT WOULD PUMP AND PIPE CARRIZO WILCOX AQUIFER WATER ACROSS INTERSTATE 35 AND INTO THE HILL COUNTRY (THEREBY MINING AQUIFERS EAST OF I-35 IN ORDER TO SERVE SPRAWL DEVELOPMENT AND CREATE WASTEWATER AND OTHER POLLUTION OVER THE EDWARDS AQUIFER RECHARGE AND CONTRIBUTING ZONES). WATER PIPED TO THE EDWARDS AQUIFER WATERSHEDS WOULD STIMULATE MASSIVE EXURBAN SPRAWL AND RESULT IN TREATED SEWAGE AND URBAN RUNOFF POLLUTION FLOWING INTO THE AQUIFER WHILE FRAGMENTING, POLLUTING, AND PAVING OVER IMPORTANT ENDANGERED SPECIES HABITATS. IN 2016 SOS ALLIANCE PRODUCED THE SECOND ""BARTON SPRINGS UNIVERSITY"" DAY OF LEARNING AT BARTON SPRINGS, PROVIDING OVER 700 HIGH SCHOOL STUDENTS AS WELL AS COLLEGE STUDENTS AND THE GENERAL PUBLIC WITH MORE THAN 25 LEARNING SESSIONS AND HANDS ON ACTIVITIES LED BY WATER EXPERTS FROM ACADEMIA, GOVERNMENTAL AGENCIES, CONSERVATION GROUPS, AND THE PRIVATE SECTOR. WE ALSO CONTINUED OUR EDUCATIONAL EFFORTS THROUGHOUT THE SUMMER WITHIN OUR INTERNSHIP PROGRAM WITH EDUCATIONAL TABLING AT BARTON SPRINGS POOL AND OTHER LOCATIONS. WE PARTNERED WITH SAN MARCOS RIVER FOUNDATION TO PROTECT AN ADDITIONAL 250 ACRES OF EDWARDS AQUIFER RECHARGE ZONE ON THE WEST SIDE OF SAN MARCOS AND WE CONTINUED TO ADVOCATE FOR MORE AFFORDABLE AND EFFECTIVE OPTIONS TO THE PROPOSED SH 45 SW/MOPAC SOUTH TOLLED LOOP PROJECT THAT, IF BUILT, WOULD PAVE OVER HUNDREDS OF ACRES OF BARTON SPRINGS EDWARDS AQUIFER RECHARGE ZONE AND SPUR MANY THOUSANDS OF ACRES OF ADDITIONAL DEVELOPMENT.","Save our Springs Alliance, Inc.",2.018031793493036e+17,16011450.0,990,12/17/2018 3:32:28 PM,SAVE OUR SPRINGS ALLIANCE INC,201712.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
93492319057938.0,203225990,EFILE,ESTABLISHED WEBSITE TO PROMOTE ACCELERATED EVANGELISM USING TECHNOLOGY-BASED STRATEGIES##ESTABLISHED THE BOILING RIVER PROJECT TO PROMOTE AND SUPPORT SCIENTIFIC RESEARCH AND EDUCATION IN ORDER TO PROTECT THE BOILING RIVER OF THE AMAZON,SEE SCHEDULE O,,,,,,,2.018331993492058e+17,16023963.0,990EZ,12/19/2018 10:55:16 AM,LUMEN WEDOBELIEVE,201712.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
93493312014598.0,741607050,EFILE,,,,,,TO PROVIDE LOW COST HOUSING TO THE ELDERLY AND DISABLED.,"PROVIDING LOW COST HOUSING, CONSISTING OF 44 APARTMENT UNITS, FOR THE ELDERLY AND DISABLED. PROJECT FINANCED AND SUBSIDIZED BY USDA RURAL DEVELOPMENT PROGRAM.",TO PROVIDE LOW COST HOUSING TO THE ELDERLY AND DISABLED.,2.0184312934930147e+17,16023039.0,990O,12/19/2018 8:26:13 AM,TWIN MOUNTAIN MANOR INC,201712.0,2018.0,,10.0,4.0,201712.0,399310.0,243575.0,TWIN MOUNTAIN MANOR INC,200 TWIN MOUNTAIN RD APT H4,WIMBERLEY,TX,,C99,813312.0,78676.0,IN,,196812.0,48209.0,0.0,,640.0,146348.0,16eofinextract990.dat,201512.0,192001.0,12.0,0.4498770228067712,C99,C,C,O,EN,C,EN,O,EN,OT,Y,N,1.0
93493276001418.0,237158154,EFILE,,,,,ALL OTHER COMMUNITY CHARITY AND BENEFIT ACTIVITIES,THE ASSOCIATION PROVIDES CONTINUING EDUCATION FOR MEMBERS;CONDUCT ACTIVITIES BENEFITING CHARITY; PROVIDES PROFESSIONAL SPEAKERS AT MEETINGS; COORDINATES MEETING WITH OTHER PROFESSIONAL,NETWORKING & SOCIAL GATHERING THROUGHOUT TEXAS - PROVIDES OPPORTUNITIES FOR NETWORKING AND SOCIAL GATHERINGS AND COORDINATES MEETINGS WITH OTHER PROFESSIONAL GROUPS##GOLF TOURNAMENT - PROVIDES OPPORTUNITIES FOR NETWORKING AND SOCIAL INTERACTION; COORDINATES MEETINGS WITH OTHER PROFESSIONAL GROUPS; PROVIDES FUNDS FOR CONTRIBUTIONS.##EXECUTIVE NIGHT - PROVIDES OPPORTUNITY FOR LANDMENN TO INVITE EXECUTIVES FROM THEIR RESPECTIVE COMPANIES TO LISTEN TO AN EXECUTIVE INDUSTRY LEADER PROVIDING AN EDUCATIONAL SETTING; PROVIDES OPPORTUNITES FOR NETWORKING AND SOCIAL BENEFITS AND PROVIDES FUNDS FOR SCHOLARSHIPS AND CONTRIBUTIONS,THE ASSOCIATION PROVIDES CONTINUING,2.0181276934930013e+17,15970321.0,990O,12/3/2018 8:40:46 PM,HOUSTON ASSOCIATION OF PROFESSIONAL LANDMEN,201806.0,2018.0,HAPL,10.0,6.0,201806.0,761470.0,570125.0,HOUSTON ASSOCIATION OF PROFESSIONAL LANDMEN,800 BERING DR STE 120,HOUSTON,TX,,C03,813920.0,77057.0,IN,,197302.0,48201.0,0.0,3360.0,3362.0,691965.0,16eofinextract990.dat,201606.0,549543.0,6.0,0.5389671189659004,C03,C,C,O,EN,C,EN,O,EN,OT,Y,N,1.0
93493262010188.0,742932549,EFILE,,,,,,"PRESERVATION, MAINTENANCE, CONSERVATION AND RESEARCH OF THE KEYSTONE HERITAGE PARK.","THE MAIN PROGRAM SERVICE ACCOMPLISHMENT OF THE ORGANIZATION IS THE PRESERVATION, MAINTENANCE, CONSERVATION AND RESEARCH OF THE KEYSTONE HERITAGE PARK; WHICH INCLUDES AN ARCHEOLOGICAL SITE, A WETLAND AND A BOTANICAL GARDEN.","THE PRESERVATION AND PROTECTION OF WETLANDS AND ARCHEOLOGICAL SITE ON DONIPHAN DRIVE, EL PASO TX.",2.0183262934930102e+17,15954208.0,990,11/28/2018 9:11:36 PM,KEYSTONE HERITAGE PARK INC,201712.0,2018.0,,10.0,3.0,201712.0,1070981.0,67933.0,KEYSTONE HERITAGE PARK INC,PO BOX 221527,EL PASO,TX,,C32,813312.0,79913.0,IN,,200003.0,48141.0,15.0,,2320.0,1057292.0,16eofinextract990.dat,201512.0,30247.0,12.0,0.6837925554943879,C32,C,C,PC,EN,C,EN,O,EN,OT,Y,N,1.0
93491295000638.0,271498899,EFILE,,,,,,,,,2.0183295934910006e+17,15995224.0,990PF,12/11/2018 10:37:02 PM,MUSTARD SEED PARTNERS INC,201712.0,2018.0,,1.0,3.0,201712.0,376053.0,1.0,MUSTARD SEED PARTNERS INC,2901 VIA FORTUNA BLDG 6 SUITE 550,AUSTIN,TX,,C99,813312.0,78701.0,IN,,201104.0,48453.0,4.0,,640.0,,,,,12.0,0.10341855620731401,C99,C,C,PF,EN,C,EN,S,EN,OT,Y,N,1.0
93493316044268.0,742428376,EFILE,,,,,,PROTECT THE SAN MARCOS RIVER,"EDUCATION PROJECTS, RIVER CLEANUP, WATER QUALITY STUDIES FROM THE SAN MARCOS RIVER AND WATER RIGHTS/CONSERVATION PROJECTS.",Protect the San Marcos River,2.0181316934930442e+17,16018014.0,990,12/18/2018 2:53:54 PM,SAN MARCOS RIVER FOUNDATION,201712.0,2018.0,,10.0,3.0,201712.0,7372462.0,3484863.0,SAN MARCOS RIVER FOUNDATION INC,PO BOX 1393,SAN MARCOS,TX,,C32,813312.0,78667.0,IN,,198706.0,48209.0,15.0,,640.0,1211528.0,16eofinextract990.dat,201512.0,73468.0,12.0,0.5038991715957779,C32,C,C,PC,EN,C,EN,O,EN,OT,Y,N,1.0
93492311011698.0,320004133,EFILE,There was no program activity in 2017.,Humanitarian Services to Veterans and their families.,,,,,,,2.0184311934920118e+17,16023119.0,990EZ,12/19/2018 8:52:50 AM,TECHNOLOGY HORIZONS FOUNDATION,201712.0,2018.0,,20.0,3.0,201712.0,10.0,121.0,TECHNOLOGY HORIZONS FOUNDATION,730 BRADFORD ST,LANTANA,TX,,C12,813219.0,76226.0,IN,,200207.0,48121.0,15.0,1920.0,1922.0,47.0,16eofinextractez.dat,201512.0,150.0,12.0,0.6206831730359399,C12,C,C,PC,EN,C,ZB,S,EN,OT,Y,N,1.0
93493316036268.0,237303703,EFILE,,,,,,"THE GOAL OF IWRA IS TO IMPROVE AND EXPAND THE UNDERSTANDING OF WATER ISSUES THROUGH EDUCATION, RESEARCH AND INFORMATION EXCHANGE AMONG COUNTRIES AND ACROSS DISCIPLINES.","EXCHANGE OF INFO BETWEEN MEMBERS OF THE ORGANIZATON & THE GENERAL PUBLIC TO PROMOTE THE CONSERVATION & DEVELOPMENT OF WATER & RELATED RESOURCES WORLDWIDE. DURING 2017, INTERNATIONAL WATER RESOURCES ASSOCIATION (IWRA) WAS INVOLVED IN VARIOUS ACTIVITIES, EVENTS, AND PROJECTS INCLUDING THE XVI IWRA WORLD WATER CONGRESS HELD IN CANCUN, THE OECD WATER GOVERNANCE INITIATIVE, BEING THE WATER QUALITY CHAMPION FOR THE 8TH WORLD WATER FORUM FOR THE WORLD WATER COUNCIL, AND ATTENDING UN WATER MEETINGS. IWRA ALSO WORKED ON TWO RESEARCH PROJECTS: - SMART WATER MANAGEMENT CASE STUDIES - DEVELOPING A GLOBAL COMPENDIUM ON WATER QUALITY GUIDELINES","The goal of IWRA is to improve and expand the understanding of water issues through education, research and information exchange among countries and across disciplines.",2.018131693493036e+17,16017419.0,990,12/18/2018 1:29:25 PM,INTERNATIONAL WATER RESOURCES ASSOC,201712.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
93492270006118.0,562518503,EFILE,BRAZOS RIVER CLEANUP ACTIVITIES AND EFFORTS TO INSURE RIVER FLOW REGIMES THAT WILL RESTORE AND MAINTAIN ECOLOGICAL INTEGRITY OF THE BRAZOS RIVER TO BENEFIT ALL TEXAS CITIZENS.,ECOLOGICAL INTEGRITY OF THE BRAZOS RIVER.,,,,,,,2.018127093492006e+17,15964761.0,990EZ,11/30/2018 8:08:21 PM,FRIENDS OF THE BRAZOS RIVER INC,201712.0,2018.0,,20.0,3.0,201712.0,18387.0,44515.0,FRIENDS OF THE BRAZOS RIVER INC,6336 GOLIAD AVE,DALLAS,TX,,C30,813312.0,75214.0,IN,,200612.0,48113.0,15.0,1920.0,1922.0,7338.0,16eofinextractez.dat,201512.0,77951.0,12.0,0.01177558711939497,C30,C,C,PC,EN,C,EN,O,EN,OT,Y,N,1.0
93493312032638.0,742279212,EFILE,,,,,SAME AS 1ST EXEMPT PURPOSE.,"TO PROTECT AND ENHANCE THE FREE ENTERPRISE SYSTEM IN THE CONSTRUDTION INDUSTRY BY PROMOTING AND TRAINING A SAFE, SKILLED WORK FORCE, AND ALSO PROVIDING PROGRAMS THAT HELP MEMBERS MARKET THEIR SERVICES AND PRODUCTS.",THE ORGANIZATION PROVIDES DUES PAYING MEMBERS WITH TRAINING PROGRAMS TO DEVELOPE BETTER EMPLOYEES. THE ORGANIZATION ALSO PROVIDES A NETWORKING ENVIRONMENT WHERE MEMBERS CAN INTERACT AND PROMOTES THEIR GOODS AND SERVICES. THE ORGANIZATION ALSO PROVIDES A PLANS ROOM WHERE GENERAL COTRACTORS CAN POST PLANS WHERE MEMBERS CAN WORK UP AND SUBMIT BIDS FOR WORK.,"TO PROTECT AND ENHANCE THE FREE ENTERPRISE SYSTEM IN THE CONSTRUDTION INDUSTRY BY PROMOTING AND TRAINING A SAFE, SKILLED WORK FORCE, AND ALSO PROVIDING PROGRAMS THAT HELP MEMBERS MARKET THEIR SERVICES AND PRODUCTS.",2.0183312934930326e+17,15983566.0,990O,12/7/2018 11:49:58 AM,ASSOCIATED BUILDERS AND CONTRACTORS,201712.0,2018.0,TEXAS MID COAST CHAPTER,10.0,6.0,201712.0,324952.0,384827.0,ASSOCIATED BUILDERS & CONTRACTORS INC,1408 N BEN JORDAN ST,VICTORIA,TX,,C99,813312.0,77901.0,IN,,198701.0,48469.0,0.0,,8750.0,326047.0,16eofinextract990.dat,201512.0,364335.0,12.0,0.2312704946470473,C99,C,C,O,EN,C,EN,O,EN,OT,Y,N,1.0
93492288015168.0,742772667,EFILE,"WARM HEARTS, WARM HOMES - FREE SPACE HEATERS PROVIDED TO LOW INCOME SENIORS, DISABLED, AND ELDERLY VETERANS WHO HAVE NO SAFE SOURCE OF HEAT IN THEIR HOMES. APPROXIMATELY 125 PEOPLE BENEFITED FROM THIS PROGRAM IN 2017.","TO ENHANCE THE LIVES OF ALL RESIDENTS IN THE REGION BY DEVELOPING EFFECTIVE STRATEGIES TO MEET THE MANY CHALLENGES THAT CONFRONT THE REGION AND TO COORDINATE REGIONAL STRENGTHS THAT OFFER SOLUTIONS TO THESE CHALLENGES.THE CORPORATION IS ORGANIZED AND WILL BE OPERATED FOR THE BENEFIT OF THE REGIONAL PLANNING AREA CONSISTING OF THE TEXAS COUNTIES OF GILLESPIE, KERR, KENDALL, BANDERA, COMAL, GUADALUPE, BEXAR, MEDINA, WILSON, FRIO, ATASCOSA, AND KARNES TO ENHANCE THE PLANNING AND SERVICES OF THE ALAMO AREA COUNCIL OF GOVERNMENTS (AACOG).",,,,,,,2.018128893492015e+17,15980408.0,990EZ,12/6/2018 8:01:36 PM,ALAMO AREA DEVELOPMENT CORPORATION,201712.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
93493309012448.0,742053921,EFILE,,,,,,"TO PROMOTE BUSINESS COMMERCE, JOB GROWTH AND ECONOMIC DEVELOPMENT IN TEXAS",DEVELOPMENT OF ECONOMIC AND EMPLOYMENT OPPORTUNITIES IN TEXAS. TEDC PROVIDES INFORMATION EDUCATIONAL & LEGISLATIVE SERVICES TO ITS MEMBERS IN ORDER TO FOSTER EXPANSION OF EXISTING INDUSTRY LOCATION OF NEW FIRMS AND DEVELOPMENT OF STRATEGIES THAT PROMOTE A POSITIVE BUSINESS CLIMATE IN TEXAS.,DEVELOPMENT OF ECONOMIC AND EMPLOYMENT OPPORTUNITIES IN TEXAS. TEDC PROVIDES INFORMATION EDUCATIONAL & LEGISLATIVE SERVICES TO ITS MEMBERS IN ORDER TO FOSTER EXPANSION OF EXISTING INDUSTRY LOCATION OF NEW FIRMS AND DEVELOPMENT OF STRATEGIES THAT PROMOTE A POSITIVE BUSINESS CLIMATE IN TEXAS.,2.0184309934930125e+17,15983198.0,990O,12/7/2018 10:55:31 AM,TEXAS ECONOMIC DEVELOPMENT COUNCIL INC,201712.0,2018.0,,10.0,6.0,201712.0,944155.0,1869790.0,TEXAS ECONMIC DEVELOPMENT COUNCIL INC,1601 RIO GRANDE ST STE 455,AUSTIN,TX,,C03,813920.0,78701.0,IN,,198001.0,48453.0,0.0,,640.0,611020.0,16eofinextract990.dat,201512.0,1753834.0,12.0,0.6950945270006019,C03,C,C,O,EN,C,EN,O,EN,OT,Y,N,1.0
93493313030118.0,742891025,EFILE,,,,,,TO EMPOWER TEXANS TO FIGHT POLLUTION THROUGH SUSTAINED GRASSROOTS ORGANIZING CAMPAIGNS THAT SHIFT CORPORATE AND GOVERNMENTAL ENVIRONMENTAL POLICY.,"RESEARCH, PUBLIC EDUCATION, AND ADVOCACY TO PROMOTE ZERO WASTE POLICIES AND THE REDUCTION, REUSE, RECYCLING AND COMPOSTING OF DISCARDS.##RESEARCH, PUBLIC EDUCATION AND ADVOCACY FOR IMPROVING ENFORCEMENT OF ENVIRONMENTAL LAWS INCLUDING THOSE GOVERNING THE OIL AND GAS INDUSTRY AND THE WASTE INDUSTRY.##PUBLIC EDUCATION AND ORGANIZING OF NEIGHBORS OF PROBLEM OR PROPOSED POLLUTING FACILITIES IN TEXAS, INCLUDING TOXIC WASTE SITES.","INFORMING AND ORGANIZING TEXANS TO PROMOTE BETTER PUBLIC AND ENVIRONMENTAL HEALTH AND QUALITY OF LIFE. ORGANIZING CAMPAIGNS THAT PROTECT OUR AIR, WATER, LAND, AND HEALTH.",2.01813139349303e+17,16015419.0,990O,12/18/2018 8:13:49 AM,TEXAS CAMPAIGN FOR THE ENVIRONMENT,201712.0,2018.0,,10.0,4.0,201712.0,149602.0,1871833.0,TEXAS CAMPAIGN FOR THE ENVIRONMENT,105 W RIVERSIDE DR STE 120,AUSTIN,TX,,C20,813312.0,78704.0,IN,,199903.0,48453.0,0.0,,640.0,175494.0,16eofinextract990.dat,201512.0,1559274.0,12.0,0.3654313087427322,C20,C,C,O,EN,C,EN,O,EN,OT,Y,N,1.0
93492268006478.0,263488976,EFILE,"ALL THINGS OUTDOORS HELD 2 DEER HUNTS, 2 TURKEY HUNTS, 1 HOG HUNTS AND 1 FGOOSE TRIPS THAT SURVED TO ENCOURAGE AND INSPIRE WONDER WARRIORS AND PEOPLE WITH ILLNESS OR HANDICAPS IN A CHRISTIAN RANCH ENVIROMENT",ADVENTURE ACTIVITES TO HANDICAPED,,,,,,,2.0182268934920064e+17,15964389.0,990EZ,11/30/2018 7:11:11 PM,ALL THINGS OUT DOORS MINISTRIES INC,201712.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
93493282000408.0,760046318,EFILE,,,,,"OTHER PROGRAM SERVICES 4: The Trees For Houston Nursery program allows the organization to further lower tree and transportation costs, gives the ability to grow out more trees rather than having to purchase them on a per project basis, and ultimately helps us get more trees in the ground in areas where neighborhoods cannot afford trees. Trees For Houston has expanded the nursery program to include six tree farms. We currently have about 15,000 trees of various species and sizes growing at these farms.","Trees For Houston grows, plants and maintains trees throughout the greater Houston area. Mission related activities include outdoor and in-class educational programming, volunteer projects, and urban forestry information, as well as the management of six tree farms.","Trees For Houston's projects include purchasing, planting and caring for trees. The organization's role in any given project varies greatly, as the needs and abilities of our various partners in the public and private sectors are engaged in the process.The organization works with public and private sectors, encourages the involvement of corporate, foundation and individual partners and is responsible for the planting of over 577,000 trees and seedlings in the last thirty four years along streets, in neighborhoods, and parks throughout the Houston region. During the 2017/2018 planting season, Trees For Houston planted and maintained 20,621 trees and watered an additional 3,962 under its planned maintenance program.##More than 700 public and private schools have over 41,000 trees thanks to our Trees for Schools program. Schools are chosen based on recommendations from parents, teachers, principals, neighbors, and administrators. Trees For Houston surveys the school grounds with the school staff to determined the number and species of trees that should be planted.After the trees are planted, Trees For Houston waters, stakes, and mulches the trees for a minimum of two years to ensure their survival. This year, the Trees for Schools program planted and maintained 1,526 trees at 48 Houston area school grounds.##The Trees For Houston Nursery program allows the organization to further lower tree and transportation costs, gives the ability to grow out more trees rather than having to purchase them on a per project basis, and ultimately helps us get more trees in the ground in areas where neighborhoods cannot afford trees. Trees For Houston has expanded the nursery program to include six tree farms. We currently have about 15,000 trees of various species and sizes growing at these farms.","Plant, protect and promote trees all over the greater Houston area.",2.0180282934930003e+17,15979642.0,990,12/6/2018 6:52:38 PM,TREES FOR HOUSTON,201805.0,2018.0,,10.0,3.0,201805.0,2095271.0,1639551.0,TREES FOR HOUSTON,PO BOX 270477,HOUSTON,TX,,C30,813312.0,77277.0,IN,,198507.0,48201.0,16.0,3360.0,3362.0,2280196.0,16eofinextract990.dat,201605.0,1292902.0,5.0,0.15264250200503893,C30,C,C,PC,EN,C,EN,O,EN,OT,Y,N,1.0
