DLN,EIN,FILING_TYPE,IRS990EZ_p3_DscrptnPrgrmSrvcAccmTxt,IRS990EZ_p3_PrmryExmptPrpsTxt,IRS990PF_p16b_RltnshpSttmntTxt,IRS990PF_p9a_DscrptnTxt,IRS990ScheduleO_ExplntnTxt,IRS990_p1_ActvtyOrMssnDsc,IRS990_p3_DscS,IRS990_p3_MssnDsc,OBJECT_ID,RETURN_ID,RETURN_TYPE,SUB_DATE,TAXPAYER_NAME,TAX_PERIOD,YEAR,Real_Year,ACCPER,ADDRESS,ASSETS,CASSETS,CFINSRC,CITY,CTAXPER,CTOTREV,EPOST,FILER,FIPS,FISYR_IMAGE,FNDNCD,FRCD,GEN,INCOME,IRS990n,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,MSA_NECH,NAICS,NAME,NTEE1,NTEECC,NTEECONF,NTEEFINAL,NTEESRC,NTMAJ10,NTMAJ12,NTMAJ5,OUTNCCS,OUTREAS,PFFRCD,PMSA,RANDNUM,RULEDATE,RandNum,SEC_NAME,STATE,SUBSECCD,TAXPER,YEAR_NCCS,ZFILER,ZIP5,cAssets,cFiler,cFinSrc,cTaxPer,cTotRev,czFiler,nteeConf,nteeFinal,nteeFinal1,ntmaj10,ntmaj12,ntmaj5
93493313007105.0,743010608,EFILE,,,,,,To promote the profession of project management,Promoted the profession of project management,To promote the profession of project management,2.015031393493007e+17,13158004.0,990O,01/29/2016,ALAMO PMI CHAPTER INC,201412.0,2016.0,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93493313019925.0,741854299,EFILE,,,,,,"Houston Heights Association (HHA) fosters a sense of community by being a proactive leader in planning neighborhood progress, sponsoring the rehabilitation of historically significant buildings, maintaining parks/walkways, and promoting friendship/community spirit.","Houston Heights Association's (the Association) purpose is to promote and sponsor the rehabilitation and restoration of historically significant homes and buildings, as well as maintenance or improvement of parks and streets, and to promote commerce and education in the geographical area of Houston, Texas known as The Heights. The Association's projects include:Parks & Fire Station Maintenance - HHA maintains two parks on Heights Boulevard and historic City Hall & Fire Station.Constable Program - HHA coordinates with county constables to provide additional patrols of the area to increase neighborhood security.Boulevard Beautification - HHA maintains the esplanade and trees on Heights Boulevard.Awards, Education Committee, Land Use, Holiday Food Baskets, Crime & Security: Houston Heights Association (HHA)annually recognizes community improvement structures and outstanding volunteers, publicizes school activities and achievements, awards classroom grants to neighborhood schools, promotes deed restrictions, code enforcement and historic preservation, purchases and assembles food baskets for needy families, and promotes a safe neighborhood by sponsoring a police protection program to provide enhanced security with constable patrols.","The mission of the Houston Heights Association is to foster a sense of community among the diverse segments of the neighborhood by:Being a proactive leader in planning neighborhood progress and solving neighborhood problems, serving as a constructive force to promote, foster, encourage, and sponsor the rehabilitation and restoration of historically significant homes and buildings and to promote Houston Heights as the best and most livable historic neighborhood in the Houston metropolitan area; maintaining, improving and beautifying parks, streets, walkways, public buildings, and vacant and underdeveloped areas; promoting and fostering friendship, goodwill, and community spirit, mobilizing Heights talent and resources, including other area organizations, to combat community deterioration and meet neighborhood needs; and educating, informing and empowering the entire populace concerning the community to enhance involvement in neighborhood progress and promote good citizenship in an atmos",2.0152313934930198e+17,13162964.0,990,02/01/2016,HOUSTON HEIGHTS ASSOCIATION,201412.0,2016.0,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93492313013935.0,752244319,EFILE,PROMOTE RECYCLING AWARENESS THROUGHOUT THE COMMUNITY.,PROMOTE RECYCLING AWARENESS THROUGHOUT THE COMMUNITY,,,,,,,2.015331393492014e+17,13164036.0,990EZ,02/01/2016,KEEP ODESSA BEAUTIFUL INC,201412.0,2016.0,2014.0,12.0,PO BOX 3864,53819.0,,,ODESSA,,,Z,Y,48135.0,2014.0,15.0,2.0,0.0,10822.0,0.0,PC,O,EN,C,C,5800.0,813312.0,KEEP ODESSA BEAUTIFUL,C,C50,,,1,,,,IN,,,,,198901.0,0.3049,,TX,3.0,201412.0,2015.0,N,79760.0,53819.0,Y,bmf1512c3,201412.0,10822.0,N,A,C50,C,EN,EN,OT
93493313013065.0,61730795,EFILE,,,,,,"TO PROMOTE A SUSTAINABLE, PROFITABLE AND HEALTHY BUILT ENVIRONMENT IN THE NORTH TEXAS AREA THROUGH EDUCATION, PROFESSIONAL TRAINING AND OUTREACH.","U.S. GREEN BUILDING COUNCIL NORTH TEXAS CHAPTER SEEKS TO PROMOTE A SUSTAINABLE, PROFITABLE AND HEALTHY BUILT ENVIRONMENT IN THE NORTH TEXAS AREA THROUGH EDUCATION, PROFESSIONAL TRAINING, AND OUTREACH.","TO PROMOTE A SUSTAINABLE, PROFITABLE AND HEALTHY BUILT ENVIRONMENT IN THE NORTH TEXAS AREA THROUGH EDUCATION, PROFESSIONAL TRAINING AND OUTREACH.",2.015131393493013e+17,13165596.0,990,02/01/2016,US GREEN BUILDING COUNCIL NORTH TEXAS CHAPTER,201412.0,2016.0,2014.0,12.0,1909 WOODALL RODGERS FWY STE 100,90705.0,,,DALLAS,,,Z,Y,48113.0,2014.0,15.0,1.0,0.0,211492.0,0.0,PC,O,EN,C,C,1920.0,712190.0,U S GREEN BUILDING COUNCIL NORTH TEXAS CHAPTER,C,C60,,,,,,,IN,,,,,200507.0,0.02025,,TX,3.0,201412.0,2016.0,N,75201.0,90705.0,Y,bmf1608c3,201412.0,209654.0,N,B,C60,C,EN,EN,OT
93491314007505.0,957094103,EFILE,,,,,,,,,2.0150314934910074e+17,13162031.0,990PF,01/29/2016,GEORGE A BARKER TR,201508.0,2016.0,2015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93492316008255.0,270505879,EFILE,SEE ABOVE,TO PROVIDE MORE VISIBILITY TO MUSEUMS THAT SHOWCASE UNIQUE ENERGY AND MARITIME HERITAGE AND RELATED TECHNOLOGIES AND SCIENCES FOR THE AREA.,,,,,,,2.0150316934920083e+17,13166081.0,990EZ,02/01/2016,INTERNATIONAL MARITIME AND ENERGY CENTER OF HOUSTON,201412.0,2016.0,2014.0,12.0,203 IVY AVE,28441.0,,,DEER PARK,,,Z,Y,48201.0,2014.0,15.0,2.0,0.0,0.0,0.0,PC,O,EN,C,C,3360.0,813312.0,INTERNATIONAL MARITIME AND ENERGY CENTER OF HOUSTON,C,C35,,,,,,,IN,,,,,201207.0,0.68667,,TX,3.0,201412.0,2016.0,N,77536.0,28441.0,Y,bmf1608c3,201412.0,0.0,N,C,C35,C,EN,EN,OT
93493315003455.0,300500004,EFILE,,,,,,"Create programs that aid in preventing children from drowning by educating the community on water safety awareness and drowning prevention - examples: Kid's Triathlon, Lifeguard Speaking Programs, Water Safety Walk and distribution of educational materials (brochures and bookmarks).","Awareness classes and educational materials. Preventing children from drowning by educating the community on water safety awareness. Speakers and reading material are distributed in neighborhoods, public events, speaking forums and fundraisers.##Swimming Educating Assistance. Support other non-profits in their programs that prevent children from drowning such as youth swimming lessons and water safety education.##Kids Triathlon & Got2Swim Program. Special events that incorproate families to come together and promote, support, and learn about child water safety while engaging the children to practice those safety techniques throughout the event.",Create programs that aid in preventing children from drowning by educating the community on water safety awareness.,2.0150315934930035e+17,13166948.0,990,02/01/2016,COLINS HOPE,201412.0,2016.0,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93493320093425.0,464255110,EFILE,,,,,,"THE CORPORATION IS ORGANIZED EXCLUSIVELY FOR CHARITABLE, REGLIGIOUS, EDUCATIONAL, OR SCIENTIFIC PURPOSES WITHIN THE MEANING OF SECTION 501(C)(3). IN ACCOMPLISHMENT OF THESE PURPOSES, THE CORPORATION RAISES FUNDS FOR PROMOTING AWARENESS, EDUCATION, OUTREACH AND VOLUNTEERISM FOR THE BENEFIT OF THE UPPER TEXAS COASTAL REGION.",THE CORPORATION HAD NO ACTIVITY FOR 2014.,"TO PRESERVE THE UPPER TEXAS COASTAL REGION FOR THE ENJOYMENT OF CURRENT AND FUTURE GENERATIONS BY GENERALLY PROMOTING AWARENESS OF THIS REGION OF THE COUNTRY THROUGH EDUCATION, OUTREACH, VOLUNTEERISM, AND OTHER PROGRAMS AND SUPPORT WHICH ENGAGE THE PUBLIC AND PRESERVE THE NATURAL RESOURCES, WILDLIFE, HISTORICAL SIGNIFICANCE, AND OPPORTUNITES FOR RECREATION WITHIN THE REGION.",2.0152320934930934e+17,13172659.0,990,02/03/2016,LONE STAR COASTAL ALLIANCE,201412.0,2016.0,2014.0,12.0,PO BOX 131635,10000.0,,,HOUSTON,,,Z,Y,48201.0,2014.0,15.0,2.0,0.0,10000.0,0.0,PC,O,EN,C,C,3360.0,813319.0,LONE STAR COASTAL ALLIANCE,C,C01,,,,,,,IN,,,,,201409.0,0.60672,,TX,3.0,201412.0,2016.0,N,77219.0,10000.0,Y,bmf1608c3,201412.0,10000.0,N,A,C01,C,EN,EN,OT
93492316019445.0,752352954,EFILE,"PROVIDED CENTRALIZED INFORMATION TO CITIZENS ABOUT RECYCLING, THE ENVIRONMENT, AND PROPER WASTE DISPOSAL.",ADMINISTER COMMUNITY RECYCLING PROGRAM,,,,,,,2.0154316934920195e+17,13173460.0,990EZ,02/03/2016,SAN ANGELO FRIENDS OF THE ENVIRONMENT,201412.0,2016.0,2014.0,12.0,702 WAREHOUSE RD,162267.0,,,SAN ANGELO,,,Z,Y,48451.0,2014.0,16.0,1.0,0.0,72117.0,0.0,PC,O,EN,C,C,7200.0,541618.0,SAN ANGELO FRIENDS OF THE ENVIRONMENT,C,C022,,,,,,,IN,,,,,199402.0,0.72108,,TX,3.0,201412.0,2016.0,N,76903.0,162267.0,Y,bmf1608c3,201412.0,72117.0,N,B,C0220,C,EN,EN,OT
93493316055485.0,742117354,EFILE,,,,,,"MAINTAIN, PRESERVE THE COMMON PROPERTY AND PROMOTE SOCIAL WELFAREOF THE RESIDENTS AND PROPERTY OWNERS WHICH BENEFIT THE COMMUNITYAT LARGE.",MAINTENANCE AND PRESERVATION OF THE COMMON PROPERTYAND SECURITY BENEFITING THE COMMUNITY AT LARGE.,"MAINTAIN, PRESERVE THE COMMON PROPERTY AND PROMOTE SOCIAL WELFAREOF THE RESIDENTS AND PROPERTY OWNERS WHICH BENEFIT THE COMMUNITYAT LARGE.",2.0153316934930554e+17,13177347.0,990O,02/04/2016,LEXINGTON WOODS OWNERS COMMITTEE INC,201412.0,2016.0,2014.0,12.0,PO BOX 681007,322451.0,,,HOUSTON,,,Z,Y,48201.0,2014.0,0.0,1.0,0.0,433285.0,0.0,O,O,EN,C,C,3360.0,813312.0,LEXINGTON WOODS OWNERS COMMITTEE INC,C,C36,,,,,,,IN,,,,,198010.0,0.47367,,TX,4.0,201412.0,2016.0,N,77268.0,322451.0,Y,bmf1608co,201412.0,433285.0,N,A,C36,C,EN,EN,OT
93491316017535.0,462902511,EFILE,,,,,,,,,2.0153316934910176e+17,13175603.0,990PF,02/04/2016,SFCU FOUNDATION,201412.0,2016.0,2014.0,12.0,PO BOX 920719,19780.0,,,HOUSTON,,,Z,Y,48201.0,2014.0,4.0,0.0,0.0,175010.0,0.0,PF,O,EN,C,C,3360.0,813312.0,SFCU FOUNDATION,C,C99,,,,,,,IN,,,,,201406.0,0.06786,,TX,3.0,201412.0,2016.0,N,77292.0,376.0,Y,core2013pf,201312.0,65376.0,N,B,C99,C,EN,EN,OT
93492320042035.0,752935690,EFILE,DISTRIBUTED THOUSANDS OF BROCHURES AND POSTCARDS TO PROMOTE VOLUNTARY CONSERVATION MANAGEMENT OF GRAZING LANDS. PARTICIPATED IN A NATIONAL CONFERENCE.,PROMOTE LAND CONSERVATION MANAGEMENT,,,,,,,2.015332093492042e+17,13197534.0,990EO,02/11/2016,NATIONAL GRAZING LANDS CONSERVATION INITIATIVE STEERING COMMITTEE,201412.0,2016.0,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93492317032295.0,461630253,EFILE,"ASSISTING THOSE IN NEED THROUGH FINANCIAL ASSISTANCE IN THE FORM OF SCHOLARSHIPS TO INDIVIDUALS, GRANTS TO VARIOUS CHARITABLE AND EXEMPT ORGANIZATIONS THAT PROVIDE ASSISTANCE TO INDIVIDUALS IN NEED, AND TO YOUTH PROGRAMS.","THE ORGANIZATION'S MISSION IS TO IMPACT THE LIVES OF MILLIONS OF PEOPLE BY EXTENDING A NETWORK OF CARE BY PARTICIPATING IN FOUR SERVICE ACTION CAMPAIGNS; SIGHT CONSERVATION FOR CHILDREN, SIGHT CONSERVATION FOR ADULTS, COMMUNITY EYE SCREENINGS AND COLLECTION AND DISTRIBUTION OF RECYCLED EYE GLASSES.",,,"THE ORGANIZATION'S MISSION IS TO IMPACT THE LIVES OF MILLIONS OF PEOPLE BY EXTENDING A NETWORK OF CARE BY PARTICIPATING IN FOUR SERVICE ACTION CAMPAIGNS; SIGHT CONSERVATION FOR CHILDREN, SIGHT CONSERVATION FOR ADULTS, COMMUNITY EYE SCREENINGS AND COLLECTION AND DISTRIBUTION OF RECYCLED EYE GLASSES.##ASSISTING THOSE IN NEED THROUGH FINANCIAL ASSISTANCE IN THE FORM OF SCHOLARSHIPS TO INDIVIDUALS, GRANTS TO VARIOUS CHARITABLE AND EXEMPT ORGANIZATIONS THAT PROVIDE ASSISTANCE TO INDIVIDUALS IN NEED, AND TO YOUTH PROGRAMS.",,,,2.0154317934920323e+17,13204064.0,990EZ,02/16/2016,MISSION LIONS FOUNDATION INC,201506.0,2016.0,2015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93493317025195.0,263638933,EFILE,,,,,,TO PROVIDE EDUCATION AND CONDUCT SCIENTIFIC RESEARCH FOR ENERGY.,"TEXAS INSTITUTE PROVIDES SUPPORT FOR THE UNIVERSITY OF TEXAS AT DALLAS, DEPARTMENT OF COMPUTER SCIENCE TO PARTICIPATE AND WIN A NATIONAL SCIENCE FOUNDATION - ICORP GRANT. THE GRANT FUNDS RESEARCH IN THE USES OF GPS SYSTEMS, SMART METERS AND POWER MANAGEMENT SYSTEMS EFFICIENCY OF ENERGY RETROFITS IN RESIDENTIAL HOUSING.","THE TEXAS INSTITUTE CONDUCTS RESEARCH, EDUCATION AND WORK FORCE DEVELOPMENT FOR THE ENERGY INDUSTRY.",2.0154317934930253e+17,13218224.0,990,02/19/2016,TEXAS INSTITUTE,201412.0,2016.0,2014.0,12.0,1709 TRIPLE CROWN LN,2803.0,,,PLANO,,,Z,Y,48085.0,2014.0,15.0,2.0,0.0,0.0,0.0,PC,O,EN,C,C,1920.0,541720.0,TEXAS INSTITUTE,C,C05,,,,,,,IN,,,,,201403.0,0.02768,,TX,3.0,201412.0,2016.0,N,75093.0,2803.0,Y,bmf1608c3,201412.0,0.0,N,B,C05,C,EN,EN,OT
93491317000145.0,200937623,EFILE,,,Fees paid by campers to attend the camp##Retreat fees for use of camp facilities##Revenue net of cost from camp store activities##Miscellaneous revenue,"Activities consisted of operating an educational and charitable summer camp providing sporting, adventure, and recreational activities in a Christian environment primarily for underprivileged boys and girls ages 7 to 17.",,,,,2.015431793491e+17,13218767.0,990PF,02/19/2016,CAMP WAR EAGLE INC,201412.0,2016.0,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93493314019625.0,760656365,EFILE,,,,,,"TO MAINTAIN COMMON AREAS, ESPLANADES, REC/PARK AREAS; PROVIDE STREET LIGHTS, SECURITY **PATROL AND GARBAGE SERVICE - BENEFITS THE ENTIRE COMMUNITY.","MAINTAIN COMMON AREAS, ESPLANADES, REC/PARK AREA; PROVIDE STREET LIGHTS, UNIFORMED PATROL AND GARBAGE SERVICES -- ALL BENEFITING THE ENTIRE COMMUNITY","TO MAINTAIN COMMON AREAS, ESPLANADES, REC/PARK AREAS; PROVIDE STREET LIGHTS, SECURITY PATROL AND GARBAGE SERVICE - BENEFITS THE ENTIRE COMMUNITY.",2.0152314934930195e+17,13181514.0,990O,02/05/2016,CARLTON WOODS ASSOCIATION INC,201412.0,2016.0,2014.0,12.0,2204 TIMBERLOCH PL STE 180,2801380.0,,,THE WOODLANDS,,,Z,Y,48339.0,2014.0,0.0,1.0,0.0,1883731.0,0.0,O,O,EN,C,C,3360.0,813312.0,CARLTON WOODS ASSOCIATION INC,C,C36,,,,,,,IN,,,,,200306.0,0.57514,,TX,4.0,201412.0,2016.0,N,77380.0,2801380.0,Y,bmf1608co,201412.0,1883731.0,N,A,C36,C,EN,EN,OT
93493320107875.0,760602346,EFILE,,,,,,"Our mission is to improve the quality of life for all the people of the Houston region. Our vision is that in 2036, on Houston's 200th birthday, the region will be home to the healthiest, happiest, most prosperous people in the nation.","For 15 years, Houston Tomorrow's has led the effort to change Houston's future story from one of endless sprawl and a degrading quality of life to one of health, happiness, and prosperity. Today, in every area, our sustainable story dominates civic discussion. We have slowly changed the direction of the City and region, and will continue to capitalize on these gains to realize a vision we know from surveys is shared by the people of Houston. Houston Tomorrow promotes sustainable development of our regions built environment. How we build infrastructure and other facilities impacts whether our citizens have access to quality food and water; to streets that are safe for all users; to greenspaces and parks; to walkable neighborhoods, to a healthier lifestyle, and to a choice of transportation types that includes walking, biking, driving, and transit. (Continued below.)##Houston Tomorrow works to align public spending and policies with citizen priorities to distribute scarce infrastructure money in a balanced way among transit, road repair, bike and pedestrian facilities, and new roads. We address issues of equity and work to bring meaningful equity to regional decision making on transportation funding and planning for the future of all our communities. Houston Tomorrow recognizes that the built environment in our 134 towns and cities is an investment that needs to be maintained and improved, and advocates for sustainable development in many neighborhoods in these existing places, rather than in natural and agricultural lands at the edges of the region. (continued below)##Houston Tomorrow is recognized as a trusted, independent information source that provides research, analysis, and best practices to keep citizens, policymakers, and business leaders informed about sustainable development. We do this broadly through our website, newsletter, ongoing public events, incisive presentations, input to the policy making process, and white papers and publications. Houston Tomorrow tackles big issues that other organizations are unwilling or unable to address, and thus stands alone in Houston as the primary proponent of broad principles for sustainable development that improves the environment, community,and economy.","Our mission is to improve the quality of life for all the people of the Houston region. Our vision is that in 2036, on Houston's 200th birthday, the region will be home to the healthiest, happiest, most prosperous people in the nation.",2.015232093493108e+17,13206497.0,990,02/16/2016,HOUSTON TOMORROW,201412.0,2016.0,2014.0,12.0,723 MAIN STREET SUITE 700-52,22692.0,,,HOUSTON,,,Z,Y,48201.0,2014.0,15.0,1.0,0.0,312752.0,0.0,PC,O,EN,C,C,3360.0,813319.0,HOUSTON TOMORROW,C,C013,,,,,,,IN,,,,,199907.0,0.45986000000000005,,TX,3.0,201412.0,2016.0,N,77002.0,22692.0,Y,bmf1608c3,201412.0,312752.0,N,B,C0130,C,EN,EN,OT
93492316010695.0,742924400,EFILE,"COMMUNITY INVESTMENT CORPORATION ASSISTS NEIGHBORHOODS AND COMMUNITY GROUPS TO DEVELOP SELF-DETERMINING PROCESSES WHICH PRESERVE AND REVITALIZE PUBLIC SPACES AND SURROUNDING ENTERPRISES WITHIN THE AUSTIN, TX COMMUNITY.","COMMUNITY INVESTMENT CORPORATION ASSISTS NEIGHBORHOODS AND COMMUNITY GROUPS TO DEVELOP SELF-DETERMINING PROCESSES WHICH PRESERVE AND REVITALIZE PUBLIC SPACES AND SURROUNDING ENTERPRISES WITHIN THE AUSTIN, TX COMMUNITY.",,,,,,,2.0154316934920106e+17,13200476.0,990EZ,02/11/2016,COMMUNITY INVESTMENT CORPORATION,201412.0,2016.0,2014.0,12.0,PO BOX 4279,0.0,,,AUSTIN,,,Z,Y,48453.0,2014.0,17.0,2.0,0.0,728.0,0.0,PC,O,EN,C,C,640.0,813312.0,COMMUNITY INVESTMENT CORPORATION,C,C50,,,1,,,,IN,,,,,200101.0,0.82324,,TX,3.0,201412.0,2015.0,N,78765.0,0.0,Y,bmf1512c3,201412.0,728.0,N,B,C50,C,EN,EN,OT
93492322004235.0,460557032,EFILE,GENERAL LEADERSHIP TRAINING AND EVANGELISM TRAINING AND CHURCH MOBILIZATION TRAINING SEMINARS##ONLINE SALES OF GOODS THAT HELP TRAIN LEADERS,TO EQUIP LEADERS IN SHARING CHRIST,,,,,,,2.0153322934920042e+17,13218451.0,990EZ,02/19/2016,JAYE MARTIN MINISTRIES,201412.0,2016.0,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93493320020185.0,203007468,EFILE,,,,,,SOFT DRINK INDUSTRY EDUCATION AND PROMOTION.,TO PROMOTE CONSUMER AND MEMBER INTERESTS AND MAINTAIN INDUSTRY STANDARDS; TO EDUCATE THE MEMBERS ON CURRENT ISSUES AND CHANGES AS THEY RELATE TO THE SOFT DRINK INDUSTRY.,NONE,2.01533209349302e+17,13212671.0,990O,02/18/2016,TEXAS BEVERAGE ASSOCIATION,201412.0,2016.0,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93493329000075.0,752509769,EFILE,,,,,,Establishing & maintaining Windmill Museum & Exhibits,"VARIOUS EXPENSES IN CONNECTION WITH THE ACQUISITION, RESTORATION AND MAINTENANCE OF WINDMILLS TO BE INCLUDED IN THE WINDMILL MUSEUM/COLLECTION",Establishing & maintaining Windmill Museum & Exhibits,2.015232993493e+17,13214284.0,990,02/18/2016,NATIONAL WINDMILL PROJECT INC,201412.0,2016.0,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93493317057995.0,870699956,EFILE,,,,,,To protect and enhance the Ann and Roy Butler Hike and Bike Trail at Lady Bird Lake.,"Projects to expand, improve, beautify and maintain the scenic hike & bike trail that shadows the Colorado River as it flows through Austin, Texas.##Heron Creek Restroom: This completed project renovated an existing restroom. The new design addressed many Trail users' priorities, including female and male stalls, adequate lighting, and shade.##Eastside Trail Bridge project: This completed project installed a bridge that spans the intermittent creek just eat of the Hostel. The project also added 690 feel of new Trail to allow walkers, bicyclists, and runners to remain along the scenic lakefront and away from the sidewalk along Lakeshore Boulevard.",To protect and enhance the Ann and Roy Butler Hike and Bike Trail at Lady Bird Lake.,2.015431793493058e+17,13218057.0,990,02/19/2016,TOWN LAKE TRAIL FOUNDATION,201412.0,2016.0,2014.0,12.0,PO BOX 5195,1757257.0,,,AUSTIN,,,Z,Y,48453.0,2014.0,15.0,1.0,0.0,1068349.0,0.0,PC,O,EN,C,C,640.0,813312.0,TOWN LAKE TRAIL FOUNDATION,C,C50,,,,,,,IN,,,,,200309.0,0.46087,,TX,3.0,201412.0,2016.0,N,78763.0,1757257.0,Y,bmf1608c3,201412.0,991616.0,N,B,C50,C,EN,EN,OT
93492306007615.0,462191456,EFILE,NONE,"TO RECEIVE AND MAINTAIN A FUND OR FUNDS OF REAL OR PERSONAL PROPERTY, OR BOTH, AND TO PROVIDE SUPPORT TO COASTAL CONSERVATION ASSOCIATION (AN ORGANIZATION EXEMPT UNDER SECTION 501(C)(3) OF THE INTERNAL REVENUE CODE, QUALIFIED AS OTHER THAN A PRIVATE FOUNDATION UNDER CODE SECTION 501(A)(1)).",,,,,,,2.0151306934920077e+17,13191151.0,990EZ,02/09/2016,BUILDING CONSERVATION TRUST,201312.0,2016.0,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93493303011275.0,742934364,EFILE,,,,,,"SOLVING ENERGY ISSUES AND DECREASING ENERGY COSTS BY ADVOCATING FOR SUSTAINABLE AND RENEWABLE ENERGY SOURCES THROUGH EDUCATING TO CITIZENS, GOVERNMENTS, BUSINESS,AND PRIVATE AND PUBLIC GROUPS.","THE ORGANIZATION HAS WORKED TOGETHER WITH CITIZENS, GOVERNMENT, BUSINESS, AND PRIVATE AND PUBLIC EDUCATIONAL GROUPS CREATING POSITIVE RELATIONSHIPS TO SOLVE ENERGY ISSUES, DECREASE ENERGY COSTS AND INCREASE OUR QUALITY OF LIFE. IN ADDITION THE ORGANIZATION SPONSORS A SOLARFEST WORKSHOP WHICH PROVIDES VALUABLE INFORMATION TO THE PUBLIC ABOUT RENEWABLE ENERGY TECHNOLOGIES, THE IMPACT OF SUSTAINABLE LIVING, AND GREEN BUILDING TECHNIQUES.##BRING SOLAR HOME IS A PROGRAM TO ENCOURAGE LOCAL SOLAR COMMITMENTS AND EDUCATE THE COMMUNITY ON THE BENEFITS OF SOLAR ENERGY. SOLAR SAN ANTONIO IS WORKING WITH CPS ENERGY, SOLAR INSTALLERS, AND FINANCIAL INSTITUTIONS TO SIMPLIFY THE PROCESS OF ""GOING SOLAR"".","SOLVING ENERGY ISSUES AND DECREASING ENERGY COSTS BY ADVOCATING FOR SUSTAINABLE AND RENEWABLE ENERGY SOURCES THROUGH EDUCATING TO CITIZENS, GOVERNMENTS, BUSINESS,AND PRIVATE AND PUBLIC GROUPS.",2.0152303934930112e+17,13192165.0,990,02/10/2016,SOLAR SAN ANTONIO,201412.0,2016.0,2014.0,12.0,118 BROADWAY,46896.0,,,SAN ANTONIO,,,Z,Y,48029.0,2015.0,15.0,1.0,0.0,302496.0,0.0,PC,O,EN,C,C,7240.0,813319.0,SOLAR SAN ANTONIO,C,C013,,,1,,,,IN,,,,,199912.0,0.50989,,TX,3.0,201412.0,2015.0,N,78205.0,46896.0,Y,bmf1512c3,201412.0,288800.0,N,B,C0130,C,EN,EN,OT
93493317011385.0,741918040,EFILE,,,,,,THE TEXAS MINING AND RECLAMATION ASSOCIATION (TMRA) IS AN INDUSTRY TRADE ASSOCIATION OF APPROXIMATELY 100 STATE AND NATIONAL MINING INDUSTRY MEMBERS REPRESENTING SEVERAL THOUSAND EMPLOYEES TO PROMOTE THE MINING INDUSTRY IN TEXAS.,COORDINATE AND RUN FIVE SEPARATE TEACHER WORKSHOPS WHERE MIDDLE AND HIGH SCHOOL SCIENCE TEACHERS GATHER FOR FIVE DAYS TO LEARN ABOUT MINING IN TEXAS. THEY THEN RECEIVE THEIR REQUIRED CONTINUING EDUCATION CREDITS THROUGH THE TEXAS EDUCATION AGENCY.##MONITOR AND RESPOND TO ISSUES AND REGULATIONS FROM STATE AND FEDERAL REGULATORY AGENCIES.,"THE TEXAS MINING AND RECLAMATION ASSOCIATION (TMRA) IS A SINGLE VOICE FOR THE TEXAS MINING INDUSTRY THAT EXHIBITS INTEGRITY, CLARITY AND VISION IN ITS EFFORTS TO CREATE A BALANCE BETWEEN MINERAL PRODUCTION, ENVIRONMENTAL PROTECTION, ECONOMIC STRENGTH AND PUBLIC WELFARE AND TO INFORM THE PUBLIC, REGULATORS AND LEGISLATORS OF THE VALUE OF MINING TO THE TEXAS ECONOMY AND LIFESTYLE.",2.0153317934930115e+17,13193936.0,990O,02/10/2016,TEXAS MINING AND RECLAMATION ASSOCIATION,201412.0,2016.0,2014.0,12.0,100 CONGRESS AVE STE 1100,383682.0,,,AUSTIN,,,Z,Y,48453.0,2014.0,0.0,1.0,0.0,1574701.0,0.0,O,O,EN,C,C,640.0,813920.0,TEXAS MINING AND RECLAMATION ASSOCIATION,C,C03,,,,,,,IN,,,,,197611.0,0.5925,,TX,6.0,201412.0,2016.0,N,78701.0,383682.0,Y,bmf1608co,201412.0,1574001.0,N,C,C03,C,EN,EN,OT
